"sale_id","sale_date","product_id","customer_id","total","rating"
6098,"2023-12-28",14,72,"320",5
7033,"2024-01-30",2,72,"900",4
9041,"2024-04-21",3,72,"250",5
9607,"2024-06-25",2,72,"900",5
1400,"2023-05-08",10,72,"1800",4
1733,"2023-06-06",18,72,"450",4
1865,"2023-06-21",1,72,"350",5
3348,"2023-09-24",24,72,"500",4
3554,"2023-10-01",23,72,"250",5
4582,"2023-11-06",8,72,"750",4
4913,"2023-11-18",1,72,"350",5
5059,"2023-11-22",11,72,"550",4
6024,"2023-12-25",14,72,"320",4
6650,"2024-01-16",3,72,"250",5
7161,"2024-02-04",2,72,"900",4
8435,"2024-03-17",1,72,"350",4
8644,"2024-03-24",2,72,"900",5
9345,"2024-05-23",3,72,"250",5
10164,"2024-09-05",3,72,"250",4
314,"2023-01-31",21,72,"650",5
503,"2023-02-18",11,72,"550",5
767,"2023-03-11",14,72,"320",5
1126,"2023-04-13",25,72,"600",5
2029,"2023-07-08",4,72,"600",5
2359,"2023-08-07",24,72,"500",5
2428,"2023-08-14",24,72,"500",4
3496,"2023-09-29",23,72,"250",5
4722,"2023-11-11",8,72,"750",4
6356,"2024-01-05",14,72,"320",4
6756,"2024-01-20",2,72,"900",5
6930,"2024-01-26",3,72,"250",5
7584,"2024-02-18",2,72,"900",4
2693,"2023-09-03",24,72,"500",4
3997,"2023-10-16",8,72,"750",4
5349,"2023-12-02",3,72,"250",4
2049,"2023-07-09",27,72,"200",4
9215,"2024-05-09",1,72,"350",4
133,"2023-01-16",5,72,"450",4
1236,"2023-04-24",12,73,"300",5
3921,"2023-10-13",11,73,"550",4
5544,"2023-12-09",1,73,"350",5
5727,"2023-12-16",2,73,"900",4
6113,"2023-12-28",14,73,"320",5
7306,"2024-02-09",3,73,"250",4
7542,"2024-02-17",1,73,"350",5
8148,"2024-03-06",4,73,"600",4
8177,"2024-03-08",1,73,"350",5
9918,"2024-08-05",4,73,"600",4
824,"2023-03-16",15,73,"350",4
1244,"2023-04-25",6,73,"1200",4
1392,"2023-05-07",9,73,"700",5
3681,"2023-10-05",8,73,"750",4
3740,"2023-10-07",4,73,"600",5
4147,"2023-10-22",9,73,"700",5
4492,"2023-11-03",11,73,"550",5
6048,"2023-12-26",14,73,"320",4
8021,"2024-03-02",4,73,"600",4
8525,"2024-03-19",3,73,"250",4
9010,"2024-04-18",2,73,"900",5
10219,"2024-09-12",4,73,"600",4
10253,"2024-09-16",4,73,"600",5
215,"2023-01-24",1,73,"350",4
242,"2023-01-25",15,73,"350",4
1108,"2023-04-11",26,73,"900",5
1293,"2023-04-29",1,73,"350",4
1820,"2023-06-15",8,73,"750",5
1950,"2023-07-01",10,73,"1800",5
4507,"2023-11-04",6,73,"1200",4
4847,"2023-11-15",5,73,"450",4
8669,"2024-03-24",4,73,"600",5
1350,"2023-05-03",22,73,"400",5
3967,"2023-10-15",5,73,"450",5
10245,"2024-09-15",1,73,"350",4
2337,"2023-08-05",24,73,"500",5
3163,"2023-09-19",21,73,"650",5
4675,"2023-11-10",1,73,"350",4
5167,"2023-11-27",3,73,"250",4
7310,"2024-02-09",3,73,"250",4
131,"2023-01-16",3,74,"250",5
1782,"2023-06-11",5,74,"450",4
1816,"2023-06-14",26,74,"900",4
1860,"2023-06-20",12,74,"300",4
2654,"2023-09-02",24,74,"500",4
4994,"2023-11-20",5,74,"450",5
5090,"2023-11-24",1,74,"350",4
7228,"2024-02-07",1,74,"350",4
7392,"2024-02-11",4,74,"600",5
8470,"2024-03-18",1,74,"350",4
9434,"2024-06-01",3,74,"250",5
84,"2023-01-10",20,74,"800",4
2167,"2023-07-21",1,74,"350",5
2920,"2023-09-10",23,74,"250",4
3456,"2023-09-28",23,74,"250",5
4792,"2023-11-13",9,74,"700",4
5604,"2023-12-10",11,74,"550",5
7577,"2024-02-18",1,74,"350",5
8474,"2024-03-18",2,74,"900",4
9458,"2024-06-05",2,74,"900",5
10361,"2024-09-29",2,74,"900",4
117,"2023-01-14",15,74,"350",5
1039,"2023-04-06",14,74,"320",5
1531,"2023-05-19",13,74,"450",4
1727,"2023-06-06",12,74,"300",5
2308,"2023-08-02",11,74,"550",4
3497,"2023-09-29",23,74,"250",5
3562,"2023-10-01",23,74,"250",5
3840,"2023-10-10",11,74,"550",5
3891,"2023-10-12",9,74,"700",5
4173,"2023-10-23",5,74,"450",5
9193,"2024-05-07",3,74,"250",4
2592,"2023-08-30",24,74,"500",5
2972,"2023-09-12",23,74,"250",4
7251,"2024-02-07",4,74,"600",4
1990,"2023-07-04",9,74,"700",5
6203,"2023-12-31",14,74,"320",4
7496,"2024-02-15",2,74,"900",4
7666,"2024-02-21",3,74,"250",4
7708,"2024-02-23",1,74,"350",5
2625,"2023-09-01",24,74,"500",4
5985,"2023-12-24",14,74,"320",5
7965,"2024-03-02",1,74,"350",4
9998,"2024-08-13",4,74,"600",4
203,"2023-01-22",26,75,"900",4
576,"2023-02-24",17,75,"600",5
1899,"2023-06-24",26,75,"900",4
2302,"2023-08-01",18,75,"450",5
3602,"2023-10-02",21,75,"650",5
5821,"2023-12-19",5,75,"450",4
7128,"2024-02-03",2,75,"900",4
7785,"2024-02-25",4,75,"600",4
10264,"2024-09-18",3,75,"250",5
1664,"2023-06-01",24,75,"500",5
1947,"2023-07-01",6,75,"1200",5
2757,"2023-09-06",24,75,"500",5
3834,"2023-10-10",9,75,"700",4
4850,"2023-11-15",7,75,"1500",4
8084,"2024-03-04",4,75,"600",5
9115,"2024-04-30",4,75,"600",4
414,"2023-02-10",1,75,"350",5
2313,"2023-08-02",24,75,"500",5
2467,"2023-08-18",24,75,"500",5
2797,"2023-09-07",23,75,"250",5
6566,"2024-01-13",2,75,"900",4
6787,"2024-01-21",2,75,"900",4
8421,"2024-03-16",4,75,"600",4
2675,"2023-09-03",24,75,"500",4
8904,"2024-04-05",2,75,"900",4
6655,"2024-01-16",3,75,"250",5
7112,"2024-02-02",3,75,"250",4
8476,"2024-03-18",2,75,"900",4
67,"2023-01-08",21,76,"650",4
622,"2023-02-28",27,76,"200",5
883,"2023-03-22",18,76,"450",5
1535,"2023-05-19",23,76,"250",4
2315,"2023-08-02",24,76,"500",4
2525,"2023-08-24",24,76,"500",5
4928,"2023-11-18",7,76,"1500",4
7196,"2024-02-05",4,76,"600",5
8217,"2024-03-09",2,76,"900",4
9913,"2024-08-05",2,76,"900",4
10198,"2024-09-09",4,76,"600",5
10232,"2024-09-13",4,76,"600",5
10246,"2024-09-15",2,76,"900",5
36,"2023-01-04",22,76,"400",4
4681,"2023-11-10",4,76,"600",5
5152,"2023-11-26",6,76,"1200",4
5159,"2023-11-26",10,76,"1800",4
5190,"2023-11-27",9,76,"700",5
5491,"2023-12-07",6,76,"1200",5
6009,"2023-12-25",14,76,"320",4
6484,"2024-01-10",14,76,"320",5
9754,"2024-07-14",4,76,"600",5
183,"2023-01-20",13,76,"450",4
415,"2023-02-10",2,76,"900",4
597,"2023-02-26",13,76,"450",4
1913,"2023-06-27",10,76,"1800",4
2550,"2023-08-26",24,76,"500",5
2553,"2023-08-26",24,76,"500",4
2565,"2023-08-28",24,76,"500",5
2894,"2023-09-10",21,76,"650",4
3419,"2023-09-27",22,76,"400",5
3603,"2023-10-02",22,76,"400",5
3650,"2023-10-04",6,76,"1200",5
4513,"2023-11-04",9,76,"700",5
5465,"2023-12-06",7,76,"1500",4
5702,"2023-12-15",1,76,"350",4
574,"2023-02-24",12,76,"300",5
7389,"2024-02-11",4,76,"600",4
8701,"2024-03-26",1,76,"350",5
9248,"2024-05-11",4,76,"600",5
7832,"2024-02-27",2,76,"900",5
10083,"2024-08-25",3,76,"250",5
10130,"2024-09-01",3,76,"250",5
1440,"2023-05-11",10,77,"1800",5
1629,"2023-05-29",4,77,"600",4
4338,"2023-10-29",2,77,"900",5
5261,"2023-11-30",3,77,"250",5
5526,"2023-12-08",7,77,"1500",4
6382,"2024-01-06",14,77,"320",5
6741,"2024-01-19",3,77,"250",5
7401,"2024-02-12",1,77,"350",5
7970,"2024-03-02",1,77,"350",5
8353,"2024-03-14",2,77,"900",4
9689,"2024-07-05",2,77,"900",4
9959,"2024-08-10",2,77,"900",5
10079,"2024-08-25",1,77,"350",4
94,"2023-01-11",20,77,"800",5
1175,"2023-04-19",7,77,"1500",4
2560,"2023-08-27",24,77,"500",4
2598,"2023-08-31",24,77,"500",4
3278,"2023-09-22",23,77,"250",4
6061,"2023-12-26",14,77,"320",4
7062,"2024-01-31",3,77,"250",4
7464,"2024-02-13",4,77,"600",5
7597,"2024-02-18",4,77,"600",4
591,"2023-02-25",28,77,"300",5
1014,"2023-04-03",9,77,"700",5
1599,"2023-05-26",11,77,"550",5
4042,"2023-10-18",6,77,"1200",5
4915,"2023-11-18",3,77,"250",5
10206,"2024-09-11",1,77,"350",5
461,"2023-02-14",19,77,"300",4
1317,"2023-05-01",12,77,"300",4
5924,"2023-12-22",14,77,"320",4
7250,"2024-02-07",4,77,"600",4
442,"2023-02-12",26,77,"900",4
3770,"2023-10-08",7,77,"1500",5
6271,"2024-01-03",14,77,"320",4
8129,"2024-03-06",1,77,"350",4
9025,"2024-04-19",3,77,"250",4
9045,"2024-04-22",1,77,"350",4
327,"2023-02-01",13,77,"450",5
1372,"2023-05-05",15,77,"350",5
3624,"2023-10-03",7,77,"1500",4
4523,"2023-11-04",11,77,"550",4
5099,"2023-11-24",4,77,"600",4
5456,"2023-12-06",2,77,"900",4
8335,"2024-03-13",3,77,"250",4
578,"2023-02-24",23,78,"250",5
605,"2023-02-26",28,78,"300",5
1457,"2023-05-13",3,78,"250",4
1669,"2023-06-02",9,78,"700",4
3524,"2023-09-30",23,78,"250",5
4186,"2023-10-23",9,78,"700",5
5611,"2023-12-11",2,78,"900",4
6637,"2024-01-16",1,78,"350",5
6985,"2024-01-28",4,78,"600",5
7465,"2024-02-13",4,78,"600",4
7621,"2024-02-19",4,78,"600",4
8101,"2024-03-05",2,78,"900",4
9351,"2024-05-23",4,78,"600",5
9651,"2024-07-01",3,78,"250",4
9929,"2024-08-06",4,78,"600",5
1385,"2023-05-06",18,78,"450",5
1790,"2023-06-11",17,78,"600",4
2104,"2023-07-15",19,78,"300",4
3229,"2023-09-21",21,78,"650",4
3929,"2023-10-14",2,78,"900",5
5754,"2023-12-17",2,78,"900",4
5884,"2023-12-21",14,78,"320",4
6536,"2024-01-12",3,78,"250",5
8753,"2024-03-28",2,78,"900",4
9030,"2024-04-20",1,78,"350",5
10029,"2024-08-18",4,78,"600",4
684,"2023-03-04",20,78,"800",5
2630,"2023-09-01",24,78,"500",5
2903,"2023-09-10",22,78,"400",5
3749,"2023-10-07",6,78,"1200",5
4106,"2023-10-21",2,78,"900",5
4530,"2023-11-05",2,78,"900",5
5536,"2023-12-08",9,78,"700",4
9260,"2024-05-13",3,78,"250",4
3291,"2023-09-22",24,78,"500",4
6244,"2024-01-02",14,78,"320",4
6806,"2024-01-22",1,78,"350",4
572,"2023-02-24",9,78,"700",4
2198,"2023-07-22",23,78,"250",4
4859,"2023-11-15",9,78,"700",4
8257,"2024-03-10",4,78,"600",5
78,"2023-01-10",4,78,"600",4
1129,"2023-04-14",8,78,"750",5
1938,"2023-06-30",6,78,"1200",5
3206,"2023-09-20",22,78,"400",5
7206,"2024-02-06",1,78,"350",4
3261,"2023-09-22",21,79,"650",5
6778,"2024-01-21",1,79,"350",5
6864,"2024-01-24",1,79,"350",4
6968,"2024-01-28",1,79,"350",4
7098,"2024-02-01",4,79,"600",4
1034,"2023-04-05",26,79,"900",4
1321,"2023-05-01",19,79,"300",5
1610,"2023-05-27",3,79,"250",4
2905,"2023-09-10",22,79,"400",4
4436,"2023-11-02",4,79,"600",4
6535,"2024-01-12",3,79,"250",4
6679,"2024-01-17",3,79,"250",5
7140,"2024-02-03",4,79,"600",5
7595,"2024-02-18",4,79,"600",5
7722,"2024-02-23",3,79,"250",4
8033,"2024-03-03",1,79,"350",4
8139,"2024-03-06",2,79,"900",4
8198,"2024-03-08",3,79,"250",5
8605,"2024-03-23",1,79,"350",5
8635,"2024-03-23",4,79,"600",5
9676,"2024-07-04",1,79,"350",4
360,"2023-02-04",1,79,"350",5
1651,"2023-05-31",26,79,"900",5
2199,"2023-07-22",24,79,"500",5
2242,"2023-07-26",20,79,"800",4
5058,"2023-11-22",10,79,"1800",4
4250,"2023-10-26",4,79,"600",5
6260,"2024-01-03",14,79,"320",5
10221,"2024-09-13",1,79,"350",4
534,"2023-02-21",19,80,"300",4
1729,"2023-06-06",15,80,"350",5
3280,"2023-09-22",23,80,"250",5
4469,"2023-11-03",3,80,"250",5
5301,"2023-12-01",5,80,"450",5
7703,"2024-02-23",1,80,"350",4
9874,"2024-08-01",3,80,"250",4
1112,"2023-04-12",3,80,"250",5
1672,"2023-06-02",12,80,"300",5
3533,"2023-10-01",21,80,"650",4
3854,"2023-10-11",8,80,"750",4
6528,"2024-01-12",2,80,"900",5
7057,"2024-01-31",2,80,"900",5
7305,"2024-02-09",3,80,"250",5
7796,"2024-02-26",1,80,"350",4
2965,"2023-09-12",22,80,"400",5
3768,"2023-10-08",6,80,"1200",4
4270,"2023-10-27",4,80,"600",4
345,"2023-02-02",28,80,"300",4
853,"2023-03-19",8,80,"750",4
3598,"2023-10-02",21,80,"650",4
10070,"2024-08-23",2,80,"900",5
416,"2023-02-10",6,80,"1200",4
4440,"2023-11-02",5,80,"450",4
8199,"2024-03-08",3,80,"250",5
8511,"2024-03-19",2,80,"900",4
1155,"2023-04-16",11,81,"550",4
1403,"2023-05-08",18,81,"450",5
1568,"2023-05-23",2,81,"900",4
1724,"2023-06-06",8,81,"750",4
3511,"2023-09-30",22,81,"400",5
3755,"2023-10-07",8,81,"750",5
4183,"2023-10-23",8,81,"750",5
6425,"2024-01-08",14,81,"320",5
6969,"2024-01-28",1,81,"350",5
9642,"2024-06-30",2,81,"900",5
213,"2023-01-23",26,81,"900",5
2090,"2023-07-14",2,81,"900",5
2140,"2023-07-18",15,81,"350",5
2182,"2023-07-21",25,81,"600",5
2206,"2023-07-23",20,81,"800",5
3722,"2023-10-06",11,81,"550",4
3917,"2023-10-13",9,81,"700",5
4093,"2023-10-20",5,81,"450",5
4462,"2023-11-02",11,81,"550",5
4602,"2023-11-07",9,81,"700",5
4803,"2023-11-14",3,81,"250",4
4805,"2023-11-14",4,81,"600",4
7552,"2024-02-17",2,81,"900",4
9137,"2024-05-01",4,81,"600",5
9273,"2024-05-14",3,81,"250",5
9490,"2024-06-10",2,81,"900",5
10081,"2024-08-25",2,81,"900",5
10249,"2024-09-15",4,81,"600",5
1017,"2023-04-03",20,81,"800",5
1158,"2023-04-17",6,81,"1200",5
3989,"2023-10-16",4,81,"600",4
4247,"2023-10-26",3,81,"250",4
7133,"2024-02-03",3,81,"250",4
9332,"2024-05-21",3,81,"250",4
1314,"2023-05-01",4,81,"600",4
5212,"2023-11-28",8,81,"750",5
7701,"2024-02-22",4,81,"600",4
1076,"2023-04-09",5,81,"450",5
1905,"2023-06-25",28,81,"300",4
5045,"2023-11-22",3,81,"250",5
6593,"2024-01-14",1,81,"350",5
8038,"2024-03-03",2,81,"900",5
8762,"2024-03-28",3,81,"250",4
9300,"2024-05-17",1,81,"350",4
252,"2023-01-26",18,81,"450",5
4375,"2023-10-31",4,81,"600",5
5286,"2023-12-01",2,81,"900",5
8225,"2024-03-09",2,81,"900",5
444,"2023-02-13",5,82,"450",5
506,"2023-02-18",22,82,"400",4
851,"2023-03-18",26,82,"900",4
1817,"2023-06-14",27,82,"200",5
1901,"2023-06-25",9,82,"700",4
2701,"2023-09-04",24,82,"500",4
3321,"2023-09-23",24,82,"500",5
3344,"2023-09-24",23,82,"250",5
6594,"2024-01-14",1,82,"350",4
566,"2023-02-23",22,82,"400",4
1868,"2023-06-21",4,82,"600",5
2060,"2023-07-11",6,82,"1200",4
2373,"2023-08-09",24,82,"500",4
2846,"2023-09-08",24,82,"500",5
4204,"2023-10-24",6,82,"1200",5
4860,"2023-11-15",9,82,"700",4
5501,"2023-12-07",10,82,"1800",5
6349,"2024-01-05",14,82,"320",5
8106,"2024-03-05",3,82,"250",4
9910,"2024-08-05",2,82,"900",5
409,"2023-02-09",23,82,"250",4
491,"2023-02-16",14,82,"320",5
1000,"2023-04-02",17,82,"600",4
2154,"2023-07-19",26,82,"900",4
2994,"2023-09-13",23,82,"250",5
3166,"2023-09-19",21,82,"650",5
1431,"2023-05-10",10,82,"1800",5
347,"2023-02-03",4,82,"600",4
6191,"2023-12-31",14,82,"320",4
6319,"2024-01-04",14,82,"320",5
1520,"2023-05-18",12,82,"300",5
4493,"2023-11-03",11,82,"550",5
5069,"2023-11-23",3,82,"250",5
192,"2023-01-21",22,83,"400",4
424,"2023-02-10",28,83,"300",4
1245,"2023-04-25",6,83,"1200",4
1308,"2023-04-30",27,83,"200",4
1642,"2023-05-30",21,83,"650",5
1773,"2023-06-10",13,83,"450",4
2286,"2023-07-31",8,83,"750",4
2379,"2023-08-10",24,83,"500",4
4635,"2023-11-08",7,83,"1500",5
4901,"2023-11-17",8,83,"750",5
5317,"2023-12-01",8,83,"750",4
6380,"2024-01-06",14,83,"320",4
129,"2023-01-15",20,83,"800",4
3557,"2023-10-01",23,83,"250",4
7472,"2024-02-14",2,83,"900",4
2046,"2023-07-09",15,83,"350",4
4077,"2023-10-19",9,83,"700",4
4503,"2023-11-04",4,83,"600",4
4595,"2023-11-07",3,83,"250",4
4971,"2023-11-19",7,83,"1500",4
7924,"2024-03-01",2,83,"900",4
2455,"2023-08-17",24,83,"500",5
8137,"2024-03-06",2,83,"900",4
456,"2023-02-14",3,83,"250",5
4297,"2023-10-27",11,83,"550",4
4509,"2023-11-04",8,83,"750",5
1046,"2023-04-06",22,83,"400",5
7249,"2024-02-07",3,83,"250",4
2370,"2023-08-09",24,84,"500",5
2536,"2023-08-25",24,84,"500",4
3767,"2023-10-08",6,84,"1200",4
5750,"2023-12-16",11,84,"550",4
6179,"2023-12-31",14,84,"320",4
6274,"2024-01-03",14,84,"320",4
7695,"2024-02-22",3,84,"250",5
8675,"2024-03-25",1,84,"350",4
9088,"2024-04-26",4,84,"600",5
944,"2023-03-29",22,84,"400",4
1822,"2023-06-15",11,84,"550",5
2362,"2023-08-08",24,84,"500",4
2498,"2023-08-21",24,84,"500",4
2825,"2023-09-08",21,84,"650",5
2929,"2023-09-10",24,84,"500",5
2943,"2023-09-11",22,84,"400",4
6669,"2024-01-17",1,84,"350",4
6827,"2024-01-23",1,84,"350",5
8783,"2024-03-29",1,84,"350",4
9667,"2024-07-02",4,84,"600",5
257,"2023-01-26",25,84,"600",4
542,"2023-02-22",5,84,"450",5
2594,"2023-08-30",24,84,"500",5
2992,"2023-09-13",22,84,"400",4
4167,"2023-10-23",4,84,"600",5
4668,"2023-11-09",9,84,"700",4
6171,"2023-12-30",14,84,"320",4
9261,"2024-05-13",3,84,"250",5
4417,"2023-11-01",10,84,"1800",4
7637,"2024-02-20",2,84,"900",5
180,"2023-01-20",2,84,"900",5
899,"2023-03-24",17,84,"600",4
1558,"2023-05-22",9,84,"700",5
5656,"2023-12-12",11,84,"550",5
10337,"2024-09-26",1,84,"350",4
150,"2023-01-17",17,85,"600",4
189,"2023-01-21",18,85,"450",5
388,"2023-02-07",27,85,"200",5
563,"2023-02-23",19,85,"300",4
983,"2023-04-01",8,85,"750",5
2209,"2023-07-23",25,85,"600",5
7515,"2024-02-15",4,85,"600",4
8568,"2024-03-21",4,85,"600",5
9570,"2024-06-21",3,85,"250",5
10120,"2024-08-31",1,85,"350",5
961,"2023-03-30",27,85,"200",4
1146,"2023-04-15",11,85,"550",4
1595,"2023-05-25",26,85,"900",4
2150,"2023-07-19",22,85,"400",4
2923,"2023-09-10",24,85,"500",5
3563,"2023-10-01",23,85,"250",4
4671,"2023-11-09",10,85,"1800",4
5206,"2023-11-28",4,85,"600",5
5968,"2023-12-23",14,85,"320",5
754,"2023-03-10",20,85,"800",5
909,"2023-03-25",14,85,"320",4
1113,"2023-04-12",5,85,"450",4
2688,"2023-09-03",24,85,"500",4
4742,"2023-11-12",3,85,"250",4
5805,"2023-12-18",9,85,"700",4
4562,"2023-11-06",1,85,"350",4
6430,"2024-01-08",14,85,"320",5
7032,"2024-01-30",2,85,"900",5
207,"2023-01-23",12,85,"300",5
389,"2023-02-07",28,85,"300",4
2418,"2023-08-13",24,85,"500",5
9680,"2024-07-04",4,85,"600",5
927,"2023-03-27",19,86,"300",4
4028,"2023-10-17",11,86,"550",5
6892,"2024-01-25",2,86,"900",4
7547,"2024-02-17",2,86,"900",5
9049,"2024-04-22",3,86,"250",5
9377,"2024-05-26",2,86,"900",5
9460,"2024-06-05",3,86,"250",5
10332,"2024-09-25",4,86,"600",5
69,"2023-01-08",23,86,"250",5
3676,"2023-10-05",7,86,"1500",4
4085,"2023-10-20",2,86,"900",4
4719,"2023-11-11",6,86,"1200",4
4788,"2023-11-13",8,86,"750",5
5154,"2023-11-26",8,86,"750",4
5807,"2023-12-18",10,86,"1800",4
5832,"2023-12-19",11,86,"550",5
6317,"2024-01-04",14,86,"320",4
6993,"2024-01-29",1,86,"350",4
7650,"2024-02-20",4,86,"600",5
9812,"2024-07-23",3,86,"250",5
9942,"2024-08-08",2,86,"900",4
310,"2023-01-31",9,86,"700",4
703,"2023-03-05",23,86,"250",4
2087,"2023-07-13",22,86,"400",4
3820,"2023-10-10",5,86,"450",5
4111,"2023-10-21",5,86,"450",5
6052,"2023-12-26",14,86,"320",5
7130,"2024-02-03",3,86,"250",4
8676,"2024-03-25",2,86,"900",5
9768,"2024-07-17",4,86,"600",4
3786,"2023-10-09",2,86,"900",4
6928,"2024-01-26",3,86,"250",5
8990,"2024-04-16",2,86,"900",4
1010,"2023-04-03",1,86,"350",5
6577,"2024-01-13",3,86,"250",5
9333,"2024-05-21",4,86,"600",4
3446,"2023-09-28",21,86,"650",4
4249,"2023-10-26",4,86,"600",5
9596,"2024-06-24",1,86,"350",4
835,"2023-03-17",12,87,"300",5
916,"2023-03-26",17,87,"600",5
1525,"2023-05-19",1,87,"350",4
2139,"2023-07-18",14,87,"320",4
2501,"2023-08-22",24,87,"500",5
4125,"2023-10-21",11,87,"550",5
4535,"2023-11-05",2,87,"900",5
4612,"2023-11-07",11,87,"550",4
6984,"2024-01-28",4,87,"600",4
7690,"2024-02-22",2,87,"900",4
8039,"2024-03-03",2,87,"900",5
8115,"2024-03-05",4,87,"600",5
4843,"2023-11-15",3,87,"250",4
5322,"2023-12-01",9,87,"700",4
5645,"2023-12-12",7,87,"1500",5
5949,"2023-12-23",14,87,"320",5
6571,"2024-01-13",3,87,"250",4
2249,"2023-07-27",8,87,"750",5
4450,"2023-11-02",8,87,"750",4
9954,"2024-08-09",3,87,"250",5
2092,"2023-07-14",8,87,"750",4
5817,"2023-12-18",11,87,"550",5
9130,"2024-05-01",3,87,"250",4
10247,"2024-09-15",3,87,"250",5
1349,"2023-05-03",22,87,"400",4
4618,"2023-11-08",1,87,"350",4
6129,"2023-12-29",14,87,"320",5
6940,"2024-01-26",4,87,"600",5
7192,"2024-02-05",4,87,"600",5
7887,"2024-02-29",2,87,"900",4
8996,"2024-04-16",4,87,"600",4
1345,"2023-05-03",7,87,"1500",5
2113,"2023-07-16",13,87,"450",5
4534,"2023-11-05",2,87,"900",4
10060,"2024-08-22",2,87,"900",5
770,"2023-03-11",20,88,"800",5
1832,"2023-06-16",7,88,"1500",4
2099,"2023-07-14",26,88,"900",5
2728,"2023-09-05",24,88,"500",5
4078,"2023-10-19",10,88,"1800",5
4188,"2023-10-23",10,88,"1800",5
5323,"2023-12-01",9,88,"700",4
6462,"2024-01-09",14,88,"320",5
6820,"2024-01-22",2,88,"900",4
7585,"2024-02-18",3,88,"250",5
7919,"2024-03-01",1,88,"350",4
9868,"2024-07-31",3,88,"250",4
329,"2023-02-01",20,88,"800",4
800,"2023-03-14",11,88,"550",5
896,"2023-03-24",2,88,"900",4
1047,"2023-04-06",22,88,"400",4
1624,"2023-05-28",17,88,"600",4
2037,"2023-07-08",22,88,"400",4
2662,"2023-09-02",24,88,"500",4
2734,"2023-09-05",24,88,"500",5
3395,"2023-09-26",22,88,"400",4
7182,"2024-02-05",2,88,"900",5
7588,"2024-02-18",3,88,"250",4
8241,"2024-03-10",1,88,"350",4
9370,"2024-05-25",3,88,"250",5
429,"2023-02-11",14,88,"320",4
467,"2023-02-15",6,88,"1200",4
596,"2023-02-26",10,88,"1800",4
1959,"2023-07-01",21,88,"650",5
1967,"2023-07-02",7,88,"1500",4
2042,"2023-07-09",3,88,"250",5
4773,"2023-11-13",3,88,"250",4
6943,"2024-01-27",1,88,"350",5
720,"2023-03-07",21,88,"650",5
2097,"2023-07-14",15,88,"350",5
2383,"2023-08-10",24,88,"500",5
6766,"2024-01-20",3,88,"250",4
5506,"2023-12-07",11,88,"550",4
5854,"2023-12-20",14,88,"320",5
994,"2023-04-02",9,88,"700",4
2713,"2023-09-04",24,88,"500",4
5664,"2023-12-13",7,88,"1500",4
7335,"2024-02-10",2,88,"900",4
8018,"2024-03-02",4,88,"600",5
9064,"2024-04-24",2,88,"900",5
1837,"2023-06-16",17,89,"600",4
2008,"2023-07-06",3,89,"250",5
3196,"2023-09-20",21,89,"650",4
3866,"2023-10-12",2,89,"900",5
4696,"2023-11-10",9,89,"700",5
5956,"2023-12-23",14,89,"320",4
6041,"2023-12-26",14,89,"320",4
6653,"2024-01-16",3,89,"250",5
7623,"2024-02-19",4,89,"600",5
7732,"2024-02-23",4,89,"600",4
9899,"2024-08-04",2,89,"900",5
330,"2023-02-01",21,89,"650",5
2481,"2023-08-19",24,89,"500",4
3508,"2023-09-30",21,89,"650",5
3720,"2023-10-06",11,89,"550",5
5547,"2023-12-09",2,89,"900",5
7901,"2024-02-29",3,89,"250",5
7993,"2024-03-02",2,89,"900",4
8768,"2024-03-28",3,89,"250",5
819,"2023-03-15",27,89,"200",5
1069,"2023-04-08",22,89,"400",4
5253,"2023-11-29",11,89,"550",5
6155,"2023-12-29",14,89,"320",4
6261,"2024-01-03",14,89,"320",4
6713,"2024-01-18",4,89,"600",5
6977,"2024-01-28",2,89,"900",4
3147,"2023-09-18",23,89,"250",4
5347,"2023-12-02",3,89,"250",5
2168,"2023-07-21",7,89,"1500",4
3343,"2023-09-24",23,89,"250",4
6258,"2024-01-02",14,89,"320",5
6343,"2024-01-05",14,89,"320",5
115,"2023-01-14",13,89,"450",5
3056,"2023-09-15",24,89,"500",4
8456,"2024-03-17",3,89,"250",5
1094,"2023-04-10",6,90,"1200",5
2354,"2023-08-07",24,90,"500",4
3663,"2023-10-04",11,90,"550",4
5882,"2023-12-21",14,90,"320",5
6184,"2023-12-31",14,90,"320",4
6696,"2024-01-18",1,90,"350",5
8297,"2024-03-12",1,90,"350",4
8390,"2024-03-15",2,90,"900",4
8769,"2024-03-28",4,90,"600",5
9318,"2024-05-19",4,90,"600",5
9445,"2024-06-04",2,90,"900",4
9611,"2024-06-26",1,90,"350",4
9715,"2024-07-09",3,90,"250",4
10161,"2024-09-05",2,90,"900",5
211,"2023-01-23",20,90,"800",4
270,"2023-01-27",22,90,"400",4
470,"2023-02-15",16,90,"500",5
687,"2023-03-04",23,90,"250",4
779,"2023-03-12",12,90,"300",4
791,"2023-03-13",18,90,"450",5
1142,"2023-04-14",28,90,"300",5
2447,"2023-08-16",24,90,"500",5
2665,"2023-09-02",24,90,"500",5
3054,"2023-09-15",24,90,"500",4
3902,"2023-10-13",3,90,"250",4
4421,"2023-11-01",11,90,"550",4
4960,"2023-11-19",3,90,"250",5
5574,"2023-12-09",11,90,"550",5
6804,"2024-01-22",1,90,"350",5
7107,"2024-02-02",2,90,"900",4
7494,"2024-02-15",2,90,"900",4
